alpha,beta,discount,seed,converged,convergence_iter,best_action_idx,w1,w2,w3,avg_train_w1,avg_train_w2,avg_train_w3,distance_to_grid_benchmark,distance_to_continuous_benchmark,distance_avg_training_to_grid,distance_avg_training_to_continuous,learned_mean,learned_variance,learned_utility,grid_benchmark_utility,utility_gap_to_grid,utility_gap_to_continuous,utility_gap_avg_training_to_grid,utility_gap_avg_training_to_continuous,grid_w1,grid_w2,grid_w3
0.005,0.001,0.9,42,True,2760,282,1.2,0.1,-0.3,1.047500000000024,0.14755000000000054,-0.19505000000000455,1.019803902718557,1.0360764770277866,0.9511423421339255,0.9641850501373662,0.0004972693193216057,0.00015287114356760936,0.00026796260397019163,0.000596518511394103,0.0003285559074239114,0.0003286205064000375,0.00033118589347378493,0.00033125049244991104,1.0,-0.5,0.5
0.005,0.001,0.9,123,True,2820,259,1.0,-0.1,0.1,0.42925000000000374,0.3318499999999911,0.23889999999999897,0.5656854249492381,0.5776735782316335,1.0420667900859242,1.037426316396576,0.0005727173982769017,0.0001112084562104427,0.0004059047139612377,0.000596518511394103,0.00019061379743286536,0.00019067839640899147,0.00043255980395248683,0.00043262440292861294,1.0,-0.5,0.5
0.005,0.001,0.9,1024,True,2887,286,1.3,-0.4,0.1,1.1486999999999927,-0.28064999999999196,0.13194999999999737,0.5099019513592785,0.5325228770847543,0.453527193231016,0.4724788375299008,0.0008013647826473824,0.00018526552900435524,0.0005234664891408496,0.000596518511394103,7.305202225325348e-05,7.311662122937959e-05,0.00011194556917082637,0.00011201016814695248,1.0,-0.5,0.5
0.005,0.001,0.95,42,True,2760,282,1.2,0.1,-0.3,1.047500000000024,0.14755000000000054,-0.19505000000000455,1.019803902718557,1.0360764770277866,0.9511423421339255,0.9641850501373662,0.0004972693193216057,0.00015287114356760936,0.00026796260397019163,0.000596518511394103,0.0003285559074239114,0.0003286205064000375,0.00033118589347378493,0.00033125049244991104,1.0,-0.5,0.5
0.005,0.001,0.95,123,True,2820,305,1.5,-0.0,-0.5,0.9262500000000035,0.09540000000000003,-0.021650000000002074,1.224744871391589,1.244954170094808,0.7950213487699571,0.8045758093331749,0.000611976869424278,0.00024129310956752406,0.0002500372050729919,0.000596518511394103,0.00034648130632111115,0.00034654590529723726,0.00028975406471015117,0.0002898186636862773,1.0,-0.5,0.5
0.005,0.001,0.95,1024,True,2887,231,0.8,-0.4,0.6,0.7304499999999768,-0.28064999999999196,0.5502000000000069,0.24494897427831774,0.2250950373649758,0.35112912866923573,0.3366146346797818,0.000705135394366102,0.00010529113950148535,0.000547198685113874,0.000596518511394103,4.931982628022906e-05,4.938442525635517e-05,0.00010626035174729162,0.00010632495072341772,1.0,-0.5,0.5
0.005,0.001,0.99,42,True,2760,298,1.4,-0.0,-0.4,1.1936000000000375,0.07450000000000001,-0.26809999999999307,1.104536101718726,1.1239787888932757,0.9785237963381391,0.9948380393437598,0.0005927309917680218,0.00020837365862746895,0.0002801705038268184,0.000596518511394103,0.0003163480075672846,0.00031641260654341073,0.0003122942766166102,0.00031235887559273633,1.0,-0.5,0.5
0.005,0.001,0.99,123,True,2820,272,1.1,0.1,-0.2,0.6288499999999996,-0.019250000000001807,0.3903999999999916,0.9273618495495703,0.9417387634030219,0.617158849081823,0.6105885025916676,0.0004780234416653496,0.00012844250957411916,0.00028535967730417087,0.000596518511394103,0.0003111588340899322,0.0003112234330660583,0.00023499879265357167,0.00023506339162969778,1.0,-0.5,0.5
0.005,0.001,0.99,1024,True,2887,302,1.5,-0.3,-0.2,1.3159999999999996,-0.19700000000000528,-0.11899999999999741,0.8831760866327847,0.9055589621911797,0.7581728035217258,0.7785506609913735,0.0007828866208259903,0.00023786034715294322,0.0004260961000965755,0.000596518511394103,0.00017042241129752755,0.00017048701027365365,0.000182690914345454,0.00018275551332158012,1.0,-0.5,0.5
0.005,0.002,0.9,42,True,1504,276,1.2,-0.5,0.3,0.8761303191489538,-0.1989361702127659,0.3228058510638366,0.282842712474619,0.3061156039586008,0.3706492868703621,0.37373463975959803,0.0008390888221250304,0.00016912130971517727,0.0005854068575522645,0.000596518511394103,1.1111653841838591e-05,1.11762528179647e-05,0.00013714712398200804,0.00013721172295813415,1.0,-0.5,0.5
